Timestamp,Source_IP,Destination_IP,Port,Protocol,Packet_Size,Label
2025-12-06 11:22:55.479353,127.117.125.107,132.237.64.132,9944,UDP,841,Normal
2025-12-06 11:22:56.479353,129.198.207.96,49.102.80.83,10685,TCP,1237,Normal
2025-12-06 11:22:57.479353,212.69.121.213,5.127.101.79,5,TCP,84,PortScan
2025-12-06 11:22:58.479353,173.93.142.125,59.130.37.205,47768,UDP,620,Normal
2025-12-06 11:22:59.479353,142.185.213.154,251.238.86.164,33910,TCP,786,Normal
2025-12-06 11:23:00.479353,9.14.146.62,29.58.161.250,16618,UDP,1446,Normal
2025-12-06 11:23:01.479353,180.152.159.58,153.118.248.16,36723,ICMP,412,Normal
2025-12-06 11:23:02.479353,13.78.211.46,220.177.174.124,80,TCP,308,XSS
2025-12-06 11:23:03.479353,147.113.184.234,156.32.93.217,34185,ICMP,672,Normal
2025-12-06 11:23:04.479353,173.91.213.28,248.189.135.157,28465,TCP,357,Normal
2025-12-06 11:23:05.479353,159.37.19.176,29.80.7.121,188,TCP,230,PortScan
2025-12-06 11:23:06.479353,166.78.243.117,167.3.86.70,148,TCP,106,PortScan
2025-12-06 11:23:07.479353,228.220.41.218,229.82.158.35,35508,TCP,747,Normal
2025-12-06 11:23:08.479353,252.164.255.185,73.205.210.90,7090,ICMP,524,Normal
2025-12-06 11:23:09.479353,21.162.71.114,241.209.247.177,23062,TCP,974,Normal
2025-12-06 11:23:10.479353,29.182.225.224,29.166.179.61,55082,UDP,1355,Normal
2025-12-06 11:23:11.479353,235.201.178.26,226.66.34.247,10699,TCP,902,Normal
2025-12-06 11:23:12.479353,121.8.82.3,227.155.150.161,20175,UDP,1306,DoS
2025-12-06 11:23:13.479353,9.219.217.18,70.168.12.103,35446,UDP,1250,DoS
2025-12-06 11:23:14.479353,173.134.9.28,60.217.22.121,36267,ICMP,1406,Normal
2025-12-06 11:23:15.479353,148.3.56.54,95.206.7.182,4228,UDP,1082,DoS
2025-12-06 11:23:16.479353,229.5.86.52,135.197.145.46,16904,TCP,417,Normal
2025-12-06 11:23:17.479353,202.169.35.148,218.224.160.36,59217,ICMP,1292,Normal
2025-12-06 11:23:18.479353,28.44.164.246,62.226.208.105,443,TCP,252,SQLi
2025-12-06 11:23:19.479353,159.188.208.249,86.254.168.138,2214,TCP,1177,Normal
2025-12-06 11:23:20.479353,71.133.154.226,27.226.13.94,62497,TCP,192,Normal
2025-12-06 11:23:21.479353,101.104.227.243,56.34.18.219,1,TCP,193,PortScan
2025-12-06 11:23:22.479353,220.163.54.74,66.226.112.169,22391,TCP,809,Normal
2025-12-06 11:23:23.479353,75.52.25.10,112.4.11.138,28756,UDP,121,Normal
2025-12-06 11:23:24.479353,57.122.87.33,118.18.95.157,12363,ICMP,806,Normal
2025-12-06 11:23:25.479353,88.239.91.134,128.140.73.60,45905,TCP,1303,Normal
2025-12-06 11:23:26.479353,188.112.106.58,200.86.153.131,53662,ICMP,907,Normal
2025-12-06 11:23:27.479353,55.115.103.101,212.8.84.18,24748,TCP,1209,Normal
2025-12-06 11:23:28.479353,248.95.116.231,192.26.145.160,163,TCP,83,PortScan
2025-12-06 11:23:29.479353,30.149.13.34,66.99.218.67,21821,ICMP,1212,Normal
2025-12-06 11:23:30.479353,5.206.142.150,177.32.206.167,48304,UDP,1164,Normal
2025-12-06 11:23:31.479353,81.96.158.188,201.218.164.110,30174,ICMP,586,Normal
2025-12-06 11:23:32.479353,249.63.76.28,31.144.37.82,14147,TCP,212,Normal
2025-12-06 11:23:33.479353,45.117.199.58,210.162.117.182,46753,ICMP,673,Normal
2025-12-06 11:23:34.479353,27.231.135.250,125.93.204.46,11345,ICMP,1038,Normal
2025-12-06 11:23:35.479353,119.174.84.24,60.163.142.185,52446,TCP,830,Normal
2025-12-06 11:23:36.479353,124.54.213.26,112.151.213.51,39862,TCP,801,Normal
2025-12-06 11:23:37.479353,21.173.132.143,2.141.26.170,8773,TCP,408,Normal
2025-12-06 11:23:38.479353,61.117.72.74,169.121.237.113,21373,ICMP,450,Normal
2025-12-06 11:23:39.479353,149.2.96.137,53.220.156.38,38857,ICMP,578,Normal
2025-12-06 11:23:40.479353,107.62.200.174,44.188.244.219,25568,UDP,1310,Normal
2025-12-06 11:23:41.479353,216.155.1.160,147.153.102.27,39023,ICMP,523,Normal
2025-12-06 11:23:42.479353,246.76.222.26,249.60.214.205,8171,UDP,230,Normal
2025-12-06 11:23:43.479353,231.234.34.57,119.65.139.23,12501,TCP,400,Normal
2025-12-06 11:23:44.479353,128.113.6.127,176.204.27.55,443,TCP,386,SQLi
2025-12-06 11:23:45.479353,135.235.104.156,22.175.11.168,41222,UDP,1203,DoS
2025-12-06 11:23:46.479353,37.128.12.194,170.69.175.250,42216,ICMP,753,Normal
2025-12-06 11:23:47.479353,24.244.52.59,140.146.151.248,8667,ICMP,1059,Normal
2025-12-06 11:23:48.479353,113.158.95.203,138.98.126.199,33296,UDP,1277,Normal
2025-12-06 11:23:49.479353,114.198.238.235,91.212.49.33,80,TCP,575,XSS
2025-12-06 11:23:50.479353,192.59.146.110,178.101.129.194,63555,UDP,1490,Normal
2025-12-06 11:23:51.479353,27.89.173.70,165.39.40.240,32697,UDP,797,Normal
2025-12-06 11:23:52.479353,43.145.11.222,49.179.117.105,47646,TCP,831,Normal
2025-12-06 11:23:53.479353,229.122.41.190,24.78.187.168,3852,TCP,362,Normal
2025-12-06 11:23:54.479353,33.55.161.255,148.241.36.136,64885,TCP,1454,Normal
2025-12-06 11:23:55.479353,99.46.73.23,207.202.142.240,28127,ICMP,144,Normal
2025-12-06 11:23:56.479353,179.19.60.20,27.185.73.241,31103,ICMP,1087,Normal
2025-12-06 11:23:57.479353,148.202.20.3,80.2.240.237,8185,UDP,117,Normal
2025-12-06 11:23:58.479353,79.56.97.184,250.88.80.43,53515,TCP,688,Normal
2025-12-06 11:23:59.479353,199.97.210.212,222.216.139.24,30737,TCP,1403,Normal
2025-12-06 11:24:00.479353,252.181.27.233,203.218.151.22,24063,UDP,305,Normal
2025-12-06 11:24:01.479353,7.203.135.223,251.86.187.84,33610,UDP,157,Normal
2025-12-06 11:24:02.479353,203.245.2.218,88.166.90.39,59317,TCP,350,Normal
2025-12-06 11:24:03.479353,197.72.45.194,158.48.53.108,3147,UDP,378,Normal
2025-12-06 11:24:04.479353,97.169.113.133,132.122.92.45,125,TCP,236,PortScan
2025-12-06 11:24:05.479353,14.54.114.96,155.234.198.39,5387,UDP,1439,DoS
2025-12-06 11:24:06.479353,80.122.168.109,176.125.124.105,44700,TCP,1144,Normal
2025-12-06 11:24:07.479353,128.159.65.71,20.71.204.77,11427,UDP,1194,Normal
2025-12-06 11:24:08.479353,9.165.41.252,194.148.18.131,7364,UDP,1235,DoS
2025-12-06 11:24:09.479353,203.25.42.42,103.8.91.190,80,TCP,234,SQLi
2025-12-06 11:24:10.479353,6.223.31.229,199.9.216.166,44118,ICMP,401,Normal
2025-12-06 11:24:11.479353,89.120.2.239,90.206.169.110,443,TCP,336,XSS
2025-12-06 11:24:12.479353,123.144.218.47,29.142.26.167,10860,UDP,815,Normal
2025-12-06 11:24:13.479353,67.92.28.241,120.163.216.178,28623,UDP,1339,DoS
2025-12-06 11:24:14.479353,64.248.200.238,138.223.232.130,37465,UDP,410,Normal
2025-12-06 11:24:15.479353,162.114.33.212,88.29.82.111,112,TCP,78,PortScan
2025-12-06 11:24:16.479353,159.216.103.106,148.163.90.27,15181,UDP,320,Normal
2025-12-06 11:24:17.479353,132.155.159.193,150.136.169.206,26923,ICMP,331,Normal
2025-12-06 11:24:18.479353,178.132.171.91,68.208.251.33,34352,TCP,126,Normal
2025-12-06 11:24:19.479353,45.108.231.104,81.220.129.149,80,TCP,217,XSS
2025-12-06 11:24:20.479353,149.155.10.107,49.9.97.178,3736,ICMP,1359,Normal
2025-12-06 11:24:21.479353,104.245.103.139,46.16.216.225,47274,TCP,545,Normal
2025-12-06 11:24:22.479353,24.44.221.199,43.8.232.242,46648,ICMP,1390,Normal
2025-12-06 11:24:23.479353,118.155.121.156,8.244.228.252,52718,UDP,1407,DoS
2025-12-06 11:24:24.479353,118.183.228.25,178.51.33.197,24823,ICMP,1265,Normal
2025-12-06 11:24:25.479353,189.73.66.153,12.248.58.5,36274,ICMP,1454,Normal
2025-12-06 11:24:26.479353,59.243.85.63,229.7.226.58,10432,UDP,934,Normal
2025-12-06 11:24:27.479353,227.57.192.19,139.210.255.122,34000,TCP,1011,Normal
2025-12-06 11:24:28.479353,228.243.91.249,120.249.248.124,62713,TCP,824,Normal
2025-12-06 11:24:29.479353,128.159.172.205,208.65.67.82,5775,TCP,1124,Normal
2025-12-06 11:24:30.479353,23.132.96.39,255.56.162.32,47202,TCP,662,Normal
2025-12-06 11:24:31.479353,50.95.41.173,181.69.217.102,9689,TCP,173,Normal
2025-12-06 11:24:32.479353,205.196.233.67,60.170.168.4,57289,TCP,815,Normal
2025-12-06 11:24:33.479353,212.232.166.79,195.1.4.120,43908,ICMP,1378,Normal
2025-12-06 11:24:34.479353,28.200.229.113,35.107.201.95,42234,UDP,88,Normal
2025-12-06 11:24:35.479353,169.135.246.195,163.91.212.157,43352,UDP,1290,DoS
2025-12-06 11:24:36.479353,109.182.133.103,90.43.79.62,51823,ICMP,716,Normal
2025-12-06 11:24:37.479353,185.1.145.30,37.22.111.21,125,TCP,109,PortScan
2025-12-06 11:24:38.479353,123.248.202.233,233.92.66.115,59235,ICMP,604,Normal
2025-12-06 11:24:39.479353,23.65.125.183,81.250.207.134,20295,UDP,985,Normal
2025-12-06 11:24:40.479353,154.36.2.242,221.220.102.200,35417,TCP,1027,Normal
2025-12-06 11:24:41.479353,14.244.65.87,131.204.219.39,174,TCP,173,PortScan
2025-12-06 11:24:42.479353,76.5.187.60,236.8.215.42,28906,UDP,1193,Normal
2025-12-06 11:24:43.479353,162.231.136.115,102.109.228.2,198,TCP,220,PortScan
2025-12-06 11:24:44.479353,3.67.245.241,47.161.131.109,61015,UDP,989,DoS
2025-12-06 11:24:45.479353,129.36.163.56,150.236.31.179,25615,ICMP,832,Normal
2025-12-06 11:24:46.479353,198.119.151.62,166.155.242.83,14391,UDP,1293,Normal
2025-12-06 11:24:47.479353,224.85.82.242,172.19.114.114,3240,UDP,116,Normal
2025-12-06 11:24:48.479353,195.199.181.159,18.33.252.128,35031,UDP,616,Normal
2025-12-06 11:24:49.479353,105.141.156.126,251.252.183.172,31292,UDP,1405,DoS
2025-12-06 11:24:50.479353,178.183.237.246,203.68.101.142,14004,TCP,1298,Normal
2025-12-06 11:24:51.479353,122.192.12.251,133.75.42.111,42646,UDP,1381,DoS
2025-12-06 11:24:52.479353,29.111.11.208,191.250.149.194,47976,ICMP,213,Normal
2025-12-06 11:24:53.479353,136.37.20.77,144.231.174.249,51061,UDP,991,Normal
2025-12-06 11:24:54.479353,172.101.223.156,179.253.169.168,27435,TCP,1148,Normal
2025-12-06 11:24:55.479353,117.103.184.119,36.144.97.120,28011,ICMP,886,Normal
2025-12-06 11:24:56.479353,22.207.57.227,53.165.24.127,61817,TCP,242,Normal
2025-12-06 11:24:57.479353,80.58.108.171,94.88.35.217,15380,UDP,327,Normal
2025-12-06 11:24:58.479353,187.159.222.154,118.121.231.85,56282,TCP,765,Normal
2025-12-06 11:24:59.479353,162.206.95.38,182.250.219.48,43786,UDP,92,Normal
2025-12-06 11:25:00.479353,186.73.108.248,199.154.151.3,14701,TCP,1047,Normal
2025-12-06 11:25:01.479353,142.234.149.203,253.14.199.26,43870,UDP,1136,Normal
2025-12-06 11:25:02.479353,19.210.40.51,240.176.112.42,47913,ICMP,683,Normal
2025-12-06 11:25:03.479353,52.184.247.27,172.214.112.53,28928,UDP,1436,DoS
2025-12-06 11:25:04.479353,188.149.111.162,117.10.157.120,25234,TCP,884,Normal
2025-12-06 11:25:05.479353,129.240.248.2,153.205.78.189,16007,UDP,1300,Normal
2025-12-06 11:25:06.479353,6.13.121.79,232.51.193.172,24530,UDP,458,Normal
2025-12-06 11:25:07.479353,235.54.134.248,250.87.132.181,27051,ICMP,340,Normal
2025-12-06 11:25:08.479353,66.79.232.120,221.85.223.159,25599,UDP,1426,Normal
2025-12-06 11:25:09.479353,238.157.89.51,58.157.53.10,29602,ICMP,1423,Normal
2025-12-06 11:25:10.479353,59.130.5.170,194.59.58.171,51362,TCP,888,Normal
2025-12-06 11:25:11.479353,72.54.37.98,163.243.142.13,205,ICMP,409,Normal
2025-12-06 11:25:12.479353,70.131.99.36,15.33.11.30,43697,TCP,680,Normal
2025-12-06 11:25:13.479353,21.28.133.136,69.122.54.228,20914,UDP,86,Normal
2025-12-06 11:25:14.479353,196.128.169.59,178.147.202.36,40338,TCP,609,Normal
2025-12-06 11:25:15.479353,208.130.119.91,147.13.103.108,17067,TCP,1489,Normal
2025-12-06 11:25:16.479353,164.135.109.37,99.199.69.112,22154,TCP,522,Normal
2025-12-06 11:25:17.479353,180.5.28.170,198.249.100.15,50594,TCP,412,Normal
2025-12-06 11:25:18.479353,124.90.134.47,133.239.202.252,41173,UDP,1094,Normal
2025-12-06 11:25:19.479353,32.210.45.217,181.215.46.136,3408,TCP,1456,Normal
2025-12-06 11:25:20.479353,137.220.77.162,170.50.89.209,109,TCP,214,PortScan
2025-12-06 11:25:21.479353,193.136.215.219,183.109.103.170,54009,TCP,655,Normal
2025-12-06 11:25:22.479353,229.26.106.24,193.31.35.97,41005,ICMP,1092,Normal
2025-12-06 11:25:23.479353,186.240.93.50,182.41.53.235,26387,TCP,366,Normal
2025-12-06 11:25:24.479353,118.223.159.39,45.239.9.58,33792,ICMP,1188,Normal
2025-12-06 11:25:25.479353,170.226.164.222,37.12.219.7,31371,TCP,324,Normal
2025-12-06 11:25:26.479353,8.67.228.131,244.129.241.77,40548,TCP,875,Normal
2025-12-06 11:25:27.479353,39.191.104.6,197.132.169.191,20972,UDP,1304,DoS
2025-12-06 11:25:28.479353,224.216.143.8,97.4.166.35,14308,ICMP,1115,Normal
2025-12-06 11:25:29.479353,104.123.169.125,133.43.68.158,46334,UDP,1136,Normal
2025-12-06 11:25:30.479353,244.137.25.115,204.176.190.109,1611,UDP,859,Normal
2025-12-06 11:25:31.479353,113.16.249.92,185.227.208.147,43303,UDP,897,DoS
2025-12-06 11:25:32.479353,141.57.79.80,241.51.32.95,1652,UDP,1383,DoS
2025-12-06 11:25:33.479353,197.178.57.179,149.238.32.233,32178,ICMP,487,Normal
2025-12-06 11:25:34.479353,215.200.110.241,97.140.7.91,32539,ICMP,120,Normal
2025-12-06 11:25:35.479353,226.90.164.118,103.212.55.45,46665,UDP,1375,Normal
2025-12-06 11:25:36.479353,125.173.100.31,250.14.31.3,80,TCP,155,SQLi
2025-12-06 11:25:37.479353,60.213.199.2,23.57.146.114,15506,ICMP,1427,Normal
2025-12-06 11:25:38.479353,164.79.148.3,238.73.44.50,48040,ICMP,249,Normal
2025-12-06 11:25:39.479353,126.48.71.255,190.70.172.162,29488,ICMP,560,Normal
2025-12-06 11:25:40.479353,129.70.158.100,220.73.232.51,40854,ICMP,356,Normal
2025-12-06 11:25:41.479353,243.127.16.244,180.204.219.213,48193,ICMP,1382,Normal
2025-12-06 11:25:42.479353,175.51.42.156,116.2.88.136,62999,UDP,995,DoS
2025-12-06 11:25:43.479353,54.131.116.63,143.33.75.145,46653,TCP,915,Normal
2025-12-06 11:25:44.479353,197.61.223.210,176.98.111.28,59197,ICMP,1074,Normal
2025-12-06 11:25:45.479353,177.225.100.216,83.104.158.18,29119,ICMP,888,Normal
2025-12-06 11:25:46.479353,4.46.130.209,81.123.20.127,53003,UDP,1173,Normal
2025-12-06 11:25:47.479353,122.199.71.233,33.74.11.111,13125,TCP,880,Normal
2025-12-06 11:25:48.479353,235.207.225.205,210.212.49.34,7897,TCP,563,Normal
2025-12-06 11:25:49.479353,183.77.24.79,63.207.233.82,80,TCP,345,XSS
2025-12-06 11:25:50.479353,212.205.156.158,245.106.125.87,10003,UDP,1485,Normal
2025-12-06 11:25:51.479353,222.190.78.255,161.250.42.171,62980,TCP,828,Normal
2025-12-06 11:25:52.479353,134.118.133.40,135.29.3.235,59860,TCP,242,Normal
2025-12-06 11:25:53.479353,153.39.244.16,17.206.208.6,8848,ICMP,697,Normal
2025-12-06 11:25:54.479353,60.192.91.250,27.113.255.86,14860,UDP,1115,Normal
2025-12-06 11:25:55.479353,192.147.182.61,20.122.230.20,37797,UDP,732,Normal
2025-12-06 11:25:56.479353,112.46.228.180,4.77.109.254,18914,UDP,1076,Normal
2025-12-06 11:25:57.479353,162.181.191.206,179.229.240.106,57366,ICMP,578,Normal
2025-12-06 11:25:58.479353,172.157.231.77,125.16.163.209,26801,TCP,690,Normal
2025-12-06 11:25:59.479353,110.227.201.186,54.100.79.96,88,TCP,89,PortScan
2025-12-06 11:26:00.479353,9.69.90.29,187.99.8.144,49537,TCP,961,Normal
2025-12-06 11:26:01.479353,106.81.31.203,228.167.48.172,4007,ICMP,490,Normal
2025-12-06 11:26:02.479353,68.99.141.12,254.216.111.234,136,TCP,83,PortScan
2025-12-06 11:26:03.479353,105.196.54.225,82.55.165.167,3229,TCP,1350,Normal
2025-12-06 11:26:04.479353,63.166.252.189,204.227.67.222,28381,UDP,1278,Normal
2025-12-06 11:26:05.479353,224.175.169.221,195.236.115.100,56614,TCP,1440,Normal
2025-12-06 11:26:06.479353,142.236.118.246,70.83.84.42,47509,ICMP,123,Normal
2025-12-06 11:26:07.479353,13.246.221.102,93.21.73.163,34497,UDP,1210,DoS
2025-12-06 11:26:08.479353,94.200.45.186,145.193.4.64,80,TCP,350,SQLi
2025-12-06 11:26:09.479353,227.73.145.242,219.118.68.26,36256,UDP,1404,Normal
2025-12-06 11:26:10.479353,211.75.45.12,55.17.29.227,3064,UDP,573,Normal
2025-12-06 11:26:11.479353,177.147.162.241,133.233.74.114,21558,UDP,1342,Normal
2025-12-06 11:26:12.479353,57.79.171.160,142.133.46.94,443,TCP,151,SQLi
2025-12-06 11:26:13.479353,98.58.47.8,243.222.76.115,35626,TCP,956,Normal
2025-12-06 11:26:14.479353,228.130.175.160,237.213.187.93,46269,UDP,1278,DoS
2025-12-06 11:26:15.479353,51.114.114.242,79.238.63.194,80,TCP,270,XSS
2025-12-06 11:26:16.479353,135.11.177.101,162.13.243.217,80,TCP,333,SQLi
2025-12-06 11:26:17.479353,195.106.173.89,130.16.105.122,5322,TCP,668,Normal
2025-12-06 11:26:18.479353,214.124.206.72,76.94.229.121,23622,UDP,797,Normal
2025-12-06 11:26:19.479353,32.173.175.219,77.111.90.194,80,TCP,354,SQLi
2025-12-06 11:26:20.479353,188.102.180.30,4.228.160.93,4561,ICMP,877,Normal
2025-12-06 11:26:21.479353,130.85.240.95,206.194.43.58,32314,TCP,1348,Normal
2025-12-06 11:26:22.479353,93.9.55.25,131.28.43.78,39873,TCP,688,Normal
2025-12-06 11:26:23.479353,255.55.230.198,212.44.135.54,2279,UDP,801,Normal
2025-12-06 11:26:24.479353,64.72.99.251,169.133.14.21,26370,UDP,931,Normal
